9788532808,1,EdUFSC,"Reconhecimento, redistribuição e des Luiz Gustavo da Cun ha de S",,4 2.00,50,21
9786558050,1,EdUFSC,A língua mundial: tradução e dominaç Pascale Casanova,,59.00,50,29.5
9788532806,9,EdUFSC,Estatística aplicada às Ciências SociaP ed ro A lb erto Barbetta,,42.00,50,21
9788532807,5,EdUFSC,Fundamentos de sistemas hidráulicos Irlan von Linsingen,,42.00,50,21
9788532806,2,EdUFSC,Sociologia da educação: currículo e saIone R ibeiro Valle,,20.00,50,10
9788532804,1,EdUFSC,Verdade e respeito: a filosofia de ErnsD arlei Dall'Agnol,,50.40,50,25.2
9788532807,1,EdUFSC,Linguística da mentira Harald Weinrich,,20.00,50,10
9788532808,2,EdUFSC,Os herdeiros: os estudantes e a culturPierre Bourdieu,,43.00,50,21.5
9788532807,2,EdUFSC,Filosofia da linguagem: introdução crítLui z  Henrique d e Araújo Dut,,38.00,50,19
8532801676,1,EdUFSC,Dos sistemas de numeração às operaMéric les Thad eu M oretti,,15.84,50,7.92
9788532807,2,EdUFSC,Vida marinha de Santa Catarina 2 ed. A lberto Lindner,,34.00,50,17
9788532806,1,EdUFSC,Barcelona: transformação urbanística Juan Antonio Zapatel,,28.00,50,14
