Título,Autor,"Preço decapa","Preço comdesconto"
NIILISMO E HIEROFANIA - VOL.1,Alexandre Marques Cabral,"R$112,00","56,00"
RADIO E MIDIAS SOCIAIS,Marcelo Kischinhevsky,"R$49,00","24,50"
DENSIDADE URBANA,Claudio Acioly & Forbes Davidson,"R$39,90","19,95"
MEDICI O DEPOIMENTO - 2a EDIÇÃO,Roberto Nogueira Médici,"R$34,80","17,40"
CURSO DE FOTOGRAFIA NA SUA ESSENCIA,Jorge Peter e Verônica M. da Silva,"R$42,00","21,00"
DA ARTE DE COMPARTILHAR,"Mariana de Castro Moreira, organizadora","R$52,00","26,00"
DOM COMBONI,Patricia Teixeira Santos,"R$55,00","27,50"
"IMPÉRIO DO GROTESCO, O",Muniz Sodré e Raquel Paiva,"R$42,80","21,40"
TRABALHO ESCRAVO CONTEMPORANEO - ESTUDOS SOBRE...,"Ricardo Rezende Figueira, et alii","R$89,00","44,50"
"VERDADE SOBRE CABALA,A",David Godwin,"R$25,30","12,65"
"VERDADE SOBRE CHAKRAS,A",Anodea Judith,"R$25,30","12,65"
"EU SENSIVEL, O",Beatriz Breves,"R$39,90","19,95"
"LONGO BONAPARTISMO BRASILEIRO, O",Felipe Demier,"R$62,00","31,00"
PAUSAS DO DESTINO,Maurício Lissovsky,"R$56,00","28,00"
"PHOINIX, N.25 VOL.1 (2019)","Fábio de Souza Lessa, organizador","R$46,00","23,00"
FINITUDE E MISTÉRIO,"Jimmy Sudário Cabral, Maria Clara Bingemer, Orgs.","R$72,00","36,00"
MULHERES DE ATENAS,Fábio de Souza Lessa,"R$39,00","19,50"
MÚSICA EM QUESTÃO,Sérgio Bittencourt-Sampaio,"R$56,00","28,00"
DIREITOS HUMANOS NO BRASIL 2,CLAUDIO MOSER E LUCIANO WOLFF,"R$120,00","60,00"
HOMO FABER,Osvaldo Luiz Ribeiro,"R$56,00","28,00"
"CORPO: IDENTIDADES, MEMÓRIAS E SUBJETIVIDADES",Mônica Pimenta Velloso et alii,"R$60,00","30,00"
"DE SERTOES,DESERTOS E ESPACOS",Angela Almeida et alii,"R$72,00","36,00"
"NEGÓCIO DA CIDADE, O","Manuel Herce, tradutor de Salvador Pane Baruja","R$82,00","41,00"
NEM A MORTE NOS SEPARA,Ricardo Gonzalez,"R$56,54","28,27"
QUE CORPO E ESSE? NOVAS PERSPECTIVAS,"Ester Kosovski, Fréd Góes, Nizia Villaça","R$54,00","27,00"
SOBRE O SER E TEMPO DE HEIDEGGER,"Simon Critchley, Reiner Schürmann,","R$64,00","32,00"
BÍBLIA E TEOLOGIA POLÍTICA,Jimmy Sudário Cabral,"R$54,00","27,00"
COLECAO CULINARIA CONSCIENTE,Vários,"R$125,00","62,50"
DIREITOS HUMANOS NO BRASIL,"Claudio Moser e Daniel Rech, organizadores","R$99,00","49,50"
ESTRATÉGIAS REGIONAIS NA AMÉRICA DO SUL,Francisco Carlos Teixeira da Silva et alii,"R$120,00","60,00"
NORDESTE,João Alves Filho,"R$82,00","41,00"
TORNANDO-SE DANCARINO,Michel Robim,"R$39,00","19,50"
HISTÓRIA E TRABALHO: ENTRE ARTES & OFÍCIOS,Fábio de Souza Lessa e Andréa Cristina Frazão,"R$36,00","18,00"
MONARQUIA PLURICONTINENTAL,João Luís Fragoso e Antonio Carlos Jucá,"R$79,00","39,50"
"HISTÓRIA BRASILEIRA DAS DOENCAS, UMA",Dilene R. Nascimento et alii,"R$69,90","34,95"
"SOCIEDADE DO SONHO, A - 5a ED. REVISTA E AMPLIADA",Everardo Rocha,"R$54,00","27,00"
"TIRANIA DO SENTIDO, A",Danilo Bilate de Carvalho,"R$32,60","16,30"
"VENTO SAGRADO, UM - A HISTORIA...",Muniz Sodré e Luís Filipe de Lima,"R$50,60","25,30"
110 CURIOSIDADES SOBRE O MUNDO DOS VINHOS,Euclides Penedo Borges,"R$42,00","21,00"
CULTURA E EXPERIÊNCIA MIDIÁTICA,"Everardo Rocha, Cláudia Pereira, Carla Barros","R$48,00","24,00"
EMAGREÇA COM YOGA,Fatima Miranda,"R$34,90","17,45"
NO OESTE A TERRA E O CEU,Sandro Dutra e Silva,"R$72,00","36,00"
ÁFRICA: BRASILEIROS E PORTUGUESES SÉCULOS XVI-XIX,"Roberto Guedes, organizador","R$66,00","33,00"
"ARTILHEIRO QUE NAO SORRIA, O",Rafael Casé,"R$64,00","32,00"
HISTÓRIA CULTURAL DA IMPRENSA - BRASIL 1800-1900,Marialva Barbosa,"R$69,00","34,50"
AMAZÔNIA: A FALA DO DESENVOLVIMENTO,José Carlos Matos Pereira,"R$79,00","39,50"
COMUNICAÇÃO E SIGNIFICADO,José Carlos Rodrigues,"R$56,00","28,00"
"PHOINIX, N.22 VOL.1 (2016)","Fábio de Souza Lessa, organizador","R$46,00","23,00"
"PHOINIX, N.22 VOL.2 (2016)","Laboratório de História Antiga, UFRJ","R$46,00","23,00"
CULTURA & CONSUMO,Grant MCCracken,"R$56,00","28,00"
PORTUGAL COM GOSTO,Pedro Bijos,"R$64,00","32,00"
SAMBA O DONO DO CORPO,Muniz Sodré,"R$36,00","18,00"
5 DÉCADAS EM QUESTAO,Severino Cabral et alii,"R$42,50","21,25"
HISTÓRIA DA COMUNICAÇÃO: EXPERIÊNCIAS E PERSPECTIV,"Igor Sacramento, Letícia Cantarella Matheus, Orgs.","R$81,12","40,56"
NIILISMO E HIEROFANIA - VOL.2,Alexandre Marques Cabral,"R$69,00","34,50"
COMPRAS E GERÊNCIA DE FORNECIMENTO NO BRASIL,"Rebecca Arkader, organizadora","R$74,98","37,49"
FREUD E MACHADO DE ASSIS,Luiz Alberto Pinheiro de Freitas,"R$49,00","24,50"
HISTORIA DA ILHA DO GOVERNADOR,Cybelle de Ipanema,"R$59,00","29,50"
RENOVAÇÃO URBANA,Maria de Fátima Cabral M. Gomes et alii,"R$69,90","34,95"
ZYGMUNT,"Isabel Mauad, Zyg Filipecki","R$44,00","22,00"
CONSUMO NA BASE DA PIRÂMIDE,"Angela da Rocha, Jorge Ferreira da Silva, Orgs.","R$64,00","32,00"
"DERRADEIRA GESTA, A - 3 EDIÇÃO",Luitgarde Oliveira Cavalcanti Barros,"R$69,00","34,50"
MODELAGEM ORGANIZACIONAL POR PROCESSOS,Ayrton Sérgio Rochedo Ferreira,"R$69,00","34,50"
MUNDO RURAL BRASILEIRO,Luiz Flavio C. Costa et alii,"R$82,00","41,00"
PEQUENAS HISTÓRIAS DE SUJEITOS SINGULARES,"María Verónica Secreto, Organizadora","R$38,00","19,00"
"RIO DE JANEIRO NAS ALTURAS, O  2A. EDIÇÃO",David Cardeman e Rogerio Goldfeld Cardeman,"R$72,00","36,00"
EDUCAÇÃO NA HISTÓRIA,Arlette Medeiros Gasparello e Heloisa O.S. Vilela,"R$74,00","37,00"
"ÉTICA, SUSTENTABILIDADE E SOCIEDADE",Marie Agnes Chauvel et alii,"R$64,00","32,00"
DINAMICA IMPERIAL NO ANTIGO REGIME PORTUGUÊS,"Roberto Guedes, organizador","R$72,00","36,00"
MÍDIA E PODER,"Eduardo Coutinho, João Freire Filho, Raquel Paiva","R$71,90","35,95"
"CINEMA DE VITTORIO DE SICA, ROBERTO ROSSELLINI",Roberto de Castro Neves,"R$64,00","32,00"
COMUNICACAO EMPRESARIAL INTEGRADA,Roberto de Castro Neves,"R$69,00","34,50"
DESIGN ERGONOMIA EMOÇÃO,"Claudia Mont'Alvão e Vera Damazio, Orgs.","R$39,00","19,50"
DRAMATURGIA DO TELEJORNALISMO,Iluska Coutinho,"R$62,00","31,00"
FORMAS DE LIBERDADE,"Jonis Freire, María Verónica Secreto, Orgs.","R$66,00","33,00"
ETICA DA SOLIDARIEDADE ANTROPOCÓSMICA,Olinto Antônio Pegoraro,"R$34,80","17,40"
NARRATIVAS DO RIO DE JANEIRO NAS AULAS DE HISTÓRIA,"Ana Maria Monteiro, et alii","R$69,00","34,50"
"RITOS DE PASSAGEM NO CATOLICISMO, OS",José Carlos Pereira,"R$59,00","29,50"
ENTRE RIVAIS,Ricardo Pinto dos Santos,"R$42,00","21,00"
VIAGENS: PARA SEMPRE SEREM LEMBRADAS,Roberto de Castro Neves,"R$69,00","34,50"
"CIDADE INTENCIONAL, A",Rodrigo Lopes,"R$51,00","25,50"
CULTURA E IMAGINAÇÃO PUBLICITÁRIA,"Everardo Rocha e Claudia Pereira, Organizadores","R$54,00","27,00"
FALANDO DE SENTIMENTOS COM BEATRIZ BREVES,Beatriz Breves,"R$40,00","20,00"
LINHA DA VIDA,Maria Celeste Rodrigues,"R$59,90","29,95"
QUEM E PADRE PIO,Lilá Sant'Anna,"R$58,00","29,00"
ADYTON,"Peter Trawny, trad. Marcia Sá Cavalcante Schuback","R$38,00","19,00"
SOCIEDADE MIDIATIZADA,Dênis de Moraes,"R$62,00","31,00"
ALQUIMIA TAOISTA - DIÁLOGOS,"Má Hé Yáng, tradução de Wu Jyh Cherng","R$36,00","18,00"
IMAGEM EMPRESARIAL - 4a EDIÇÃO,Roberto de Castro Neves,"R$89,00","44,50"
LITERATURA E SOCIEDADE NA GRECIA ANTIGA,Fabio de Souza Lessa;Graziela C.Zecchin de Fasano,"R$40,00","20,00"
"LETRAS DA POLITICA, AS","Antônio Luiz Assunção, et alii","R$79,00","39,50"
"PHOINIX, N.23 VOL.1 (2017)","Fábio de Souza Lessa, organizador","R$46,00","23,00"
VINHO FINO BRASILEIRO,Rogerio Dardeau,"R$82,00","41,00"
HEIDEGGER E A DESTRUIÇÃO DA ÉTICA,Alexandre Marques Cabral,"R$56,00","28,00"
TAROT COACHING,Maria Celeste Rodrigues,"R$49,00","24,50"
BOTAFOGO DESDE MENINO,Luís Cunha Pimentel,"R$26,00","13,00"
"ESPIRITO COMUM, O - COMUNIDADE, MIDIA",Raquel Paiva,"R$49,00","24,50"
SEIS QUESTÕES FUNDAMENTAIS DA COMUNICAÇÃO ORGANIZA,José Antonio Martinuzzo,"R$42,00","21,00"
TÃO LONGE TÃO PERTO,Verônica Toste Daflon,"R$49,90","24,95"
"""NEGRO"" NA SALA DE AULA DE HISTÓRIA",Warley da Costa,"R$62,00","31,00"
SEIS QUESTÕES FUNDAMENTAIS DA ASSESSORIA DE IMPRE,José Antonio Martinuzzo,"R$39,00","19,50"
ENIGMA DO DISFORME,Giuseppe Cocco e Bruno Cava,"R$48,00","24,00"
"FANTÁSTICO MUNDO DOS VINHOS, O",Euclides Penedo Borges,"R$49,00","24,50"
"ABC ILUSTRADO DA VINHA E DO VINHO, 2.ED.",Euclides Penedo Borges,"R$99,00","49,50"
CIDADE ILEGAL,Márcio Moraes Valença,"R$64,00","32,00"
"COMUNICAÇÃO, CONSUMO E ESPAÇO URBANO","Everardo Rocha,Maria Isabel Mendes,Fernanda Eugêni","R$59,00","29,50"
AFROLATINOAMÉRICA,"María Verónica Secreto e Viviana Gelado, orgs.","R$42,00","21,00"
GUIA DE ORIENTAÇÃO HOMEOPÁTICA,"Orlando Gonzalez,Org/Ana Teresa Doria Dreux,Superv","R$120,00","60,00"
"PAPEL DA TRADUÇÃO NA TRANSMISSÃO DA CIÊNCIA, O",Cristina de Amorim Machado,"R$56,00","28,00"
"ADOLESCÊNCIA, FAMILIA E DROGAS",Luiz Alberto Pinheiro de Freitas,"R$34,00","17,00"
TAI CHI CHUAN: A ALQUIMIA DO MOVIMENTO,Wu Jyh Cherng,"R$36,00","18,00"
NATUREZA - PARA PENSAR A ECOLOGIA,Serge Moscovici,"R$66,00","33,00"
NIETZSCHE: UMA INTRODUÇÃO FILOSÓFICA,"Günter Figal, tradutor Marco Antonio Casanova","R$62,00","31,00"
HEIDEGGER E O MITO DA CONSPIRACAO JUDAICA MUNDIAL,"Peter Trawny, trad. Soraya Guimarães Hoepfner","R$49,90","24,95"
CONSUMIDORES INSATISFEITOS,Marie Agnes Chauvel,"R$59,00","29,50"
DA GENIALIDADE SENSÍVEL AO AMOR À NORMA,Myriam Moreira Protasio,"R$54,00","27,00"
AUTOCOACHING:SEJA DONO DO SEU DESTINO,Luciano Pacheco,"R$54,00","27,00"
DEPOIS DO GOLPE,Felipe Demier,"R$35,90","17,95"
"PHOINIX, N.24 VOL.1 (2018)","Fábio de Souza Lessa, organizador","R$46,00","23,00"
"COISAS, AS",Joana Miller,"R$69,90","34,95"
EXPERIÊNCIAS DA IMIGRAÇÃO,Luís Reznik e Rui Aniceto Nascimento Fernandes,"R$56,00","28,00"
ARTE PRIMITIVA,"Franz Boas, tradução de José Carlos Pereira","R$84,00","42,00"
INTRODUÇÃO A COMUNICAÇÃO EMPRESARIAL,Juarez Bahia,"R$28,40","14,20"
PASSAGEM NIETZSCHIANA,Rosa Dias,"R$39,90","19,95"
IMAGEM EMPRESARIAL,Roberto de Castro Neves,"R$99,00","49,50"
BISTRÔS BUENOS AIRES E RIO DE JANEIRO,vários,"R$74,40","37,20"
FICHA DE DEGUSTAÇÃO DE CACHAÇAS MARCELO CÂMARA,Marcelo Câmara,"R$54,00","27,00"
VINHOS... É IMPORTANTE LEMBRAR ...,Rogerio Dardeau,"R$28,00","14,00"
"PHOINIX, N.15 VOL.1 (2009)",Laboratório de História Antiga - UFRJ,"R$46,00","23,00"
COM SABOR E SEM ACUCAR,Inéa Fonseca,"R$58,00","29,00"
"ILHA CHAMADA BRASIL,UMA",Geraldo Cantarino,"R$82,00","41,00"
"PHOINIX, N.8 (2002)","Laboratório de História Antiga, UFRJ","R$46,00","23,00"
"PHOINIX, N.16 VOL.2 (2010)","Fábio de Souza Lessa, organizador","R$46,00","23,00"
BOCA FELIZ INHAME-INHAME,SONIA HIRSCH,"R$20,00","10,00"
"LIVRO DE FOTOS DOS GATOS, O",SONIA HIRSCH,"R$28,00","14,00"
DIDO O CURANDEIRO,SONIA HIRSCH,"R$44,00","22,00"
"MELHOR DA FESTA, O",SONIA HIRSCH,"R$44,00","22,00"
DEIXA SAIR,SONIA HIRSCH,"R$44,00","22,00"
"MINIMO PARA VOCE SE SENTIR..., O",SONIA HIRSCH,"R$54,00","27,00"
"DIETA DO DR.BARCELLOS CONTRA O CANCER,A",SONIA HIRSCH,"R$34,00","17,00"
MEDITANDO NA COZINHA,SONIA HIRSCH,"R$44,00","22,00"
ATCHIIIM,SONIA HIRSCH,"R$44,00","22,00"
"SEM ACUCAR, COM MAIS AFETO",SONIA HIRSCH,"R$34,00","17,00"
VIDA QUER VIVER,SONIA HIRSCH,"R$60,00","30,00"
AMIGA COZINHA: CRÔNICAS & RECEITAS,SONIA HIRSCH,"R$44,00","22,00"
MAMÃE EU QUERO,SONIA HIRSCH,"R$44,00","22,00"
"CANDIDÍASE, A PRAGA",SONIA HIRSCH,"R$44,00","22,00"
PRATO FEITO,SONIA HIRSCH,"R$34,00","17,00"
"PAIXÃO EMAGRECE, AMOR ENGORDA - CRÔNICAS&RECEITAS",SONIA HIRSCH,"R$44,00","22,00"
QUEBRAR BARREIRAS,HEINER PFLUG,"R$180,00","90,00"
REGINA VATER QUATRO ECOLOGIAS,PAULA ALZUGARAY (ORG.),"R$68,00","34,00"
LIA DO RIO,LIA DO RIO,"R$80,00","40,00"
POESIA VISUAL,ALBERTO SARAIVA (ORG.),"R$60,00","30,00"
TADEU JUNGLE - VIDEOFOTOPOESIA,ALBERTO SARAIVA (ORG.),"R$60,00","30,00"
TRANSPERFORMANCE 3,LUISA DUARTE; GABRIEL BOGOSSIAN,"R$60,00","30,00"
BILL LUNDBERG,ALBERTO SARAIVA (ORG.),"R$68,00","34,00"
POESIA VISUAL 3,ALBERTO SARAIVA (ORG.),"R$60,00","30,00"
XICO CHAVES,ALBERTO SARAIVA (ORG.),"R$60,00","30,00"
ANA VITORIA MUSSI - EDITORA F10,MARISA FLÓRIDO CESAR (ORG.),"R$68,00","34,00"
AREA 91 - THALES LEITE,THALES LEITE,"R$40,00","20,00"
DESENHOS DRAWINGS,MARIA LYNCH,"R$40,00","20,00"
POESIA VISUAL 2,ALBERTO SARAIVA (ORG.),"R$60,00","30,00"
TRANSPERFORMANCE 2,MARISA FLORIDO,"R$60,00","30,00"
TRANSPERFORMANCE,LILIAN AMARAL (ORG.),"R$60,00","30,00"
ARTE E NOVAS ESPACIALIDADES - RELAÇOES CONTEMPORA,EDUARDO DE JESUS,"R$40,00","20,00"
TAROT - UMA PROPOSTA DE VIDA,Maria Celeste Rodrigues,"R$59,00","29,50"
FONTE DE FOGO,ANNE FRAISSE,"R$45,79","22,90"
CORPO EXPRESSIVO E CONSTRUÇÃO DOS SENTIDOS,HUMBERTO OLIVEIRA E MARLY CHAGAS,"R$52,40","26,20"
TECENDO O DESENVOLVIMENTO,MARIA INACIA D AVILA E ROSA PEDRO (ORG),"R$54,24","27,12"
CRONICA DOS ANOS ERRANTES,SERGE MOSCOVICI,"R$82,00","41,00"
MULHER EM BUSCA,REGINA DIAS,"R$42,72","21,36"
CLÍNICA DA PÓS-MODERNIDADE (COLEÇÃO ACADEMIA),ANA SZAPIRO(ORG),"R$40,80","20,40"
ANDRE STOLARSKI,BRUNO PORTO; LUIS MARCELO MENDES (ORG.),"R$60,00","30,00"
EXÍLIO,MARCELA TAGLIAFERRI,"R$39,90","19,95"
FATOR VDM...PARA PROFISSIONAIS(CAPA DURA),LUIS MARCELO MENDES,"R$40,00","20,00"
SETE (CRUZ),"TARTARINI, ANDRÉ(ORG)","R$39,00","19,50"
SOM DO VINIL - ARACY CORTES E CLEMENTINA DE JESUS,CHARLES GAVIN,"R$29,00","14,50"
100 DIAS EM LISBOA,Tania Carvalho,"R$42,00","21,00"
ARTHUR AZEVEDO,MAURO ROSSO,"R$42,00","21,00"
CROQUIS DE PARIS: UM GUIA ÀS AVESSAS,CLAUDIO SERRA,"R$44,00","22,00"
REPROGRAME II,LUIS MARCELO MENDES (ORG.),"R$55,00","27,50"
TERTÚLIA,"ALLEXANDRA MAIA,ANA KEMPER E OUTROS","R$39,00","19,50"
CONTOS FANTÁSTICOS DE AMOR E SEXO (CAPA DURA),BRAULIO TAVARES(ORG.),"R$42,00","21,00"
E EU NAO SOU UMA MULHER,Olive Gilbert,"R$45,00","22,50"
FATOR VDM...PARA CLIENTE (BROCHURA),LUIS MARCELO MENDES,"R$34,00","17,00"
MARCELINO,Godofredo de Oliveira Neto,"R$54,00","27,00"
"LUTA, A",Carmen Dolores,"R$49,00","24,50"
BIOGRAFIA DO LINGUA,Mario Lucio Sousa,"R$54,00","27,00"
PARASITO,ANDREA RANGEL,"R$42,00","21,00"
PASSANDO-SE,Nella Larsen,"R$42,00","21,00"
100 DIAS EM PARIS,TANIA CARVALHO,"R$41,00","20,50"
FATOR VDM...PARA CLIENTE (CAPA DURA),LUIS MARCELO MENDES,"R$40,00","20,00"
FATOR VDM...PARA PROFISSIONAIS(BROCHURA),LUIS MARCELO MENDES,"R$34,00","17,00"
"VAGABUNDA, A",Colette,"R$49,00","24,50"
NORTE,MARCELO MOSCHETA,"R$45,00","22,50"
COLEÇÃO SOM DO VINIL - KIT 4 VOLUMES + POSTER,ENTREVISTA A CHARLES GAVIN,"R$80,00","40,00"
SOM DO VINIL - MILTON NASCIMENTO E LÔ BORGES,CHARLES GAVIN,"R$25,00","12,50"
SOM DO VINIL - JOÃO BOSCO,CHARLES GAVIN,"R$25,00","12,50"
SOM DO VINIL - TOM ZÉ,CHARLES GAVIN; JULIO MEDAGLIA; TOM ZE,"R$29,00","14,50"
PERDIDAS,KATIA GERLACH; ALEXANDRE STAUT (ORGS.),"R$45,00","22,50"
"CÁPSULA, A",REGINA ZAPPA,"R$36,00","18,00"
@ RIO 365,ANDRÉ GALHARDO,"R$79,00","39,50"
CHICO BUARQUE PARA TODOS,REGINA ZAPPA,"R$42,00","21,00"
SOM DO VINIL - EGBERTO GISMONTI,CHARLES GAVIN,"R$25,00","12,50"
DESAMORES DA PORTUGUESA,MARTA BARBOSA STEPHENS,"R$45,00","22,50"
SOM DO VINIL - JOÃO DONATO,CHARLES GAVIN,"R$25,00","12,50"
SOM DO VINIL - PAULINHO DA VIOLA,CHARLES GAVIN,"R$25,00","12,50"
"ÁRVORE OCA, A",MAURICIO VIEIRA,"R$44,00","22,00"
@ RIO 365 II,ANDRÉ GALHARDO (ORG.),"R$64,00","32,00"
CONFUSÃO NO PRINCIPADO DA MELANCIA REDONDA,MARÍLIA MARX JORDAN,"R$29,00","14,50"
FALANDO SERIO,MARCIA PAZ,"R$35,00","17,50"
HOMOSSEXUALIDADE: DO PRECONCEITO AO,ADRIANA NUNAN,"R$40,00","20,00"
ALVINHA,MARCIA PAZ,"R$28,00","14,00"
"CIDADE DOS CEGOS,A",NELSON M. LYRA,"R$15,00","7,50"
TEATRO POR DENTRO OU POR DENTRO DO,LIONEL FISCHER E BERNARDO JABLONSKI,"R$30,00","15,00"
HOLISMO HOMEOPATIA ALQUIMIA UMA SIN - 3 EDICAO,MIRIA DE AMORIM,"R$36,00","18,00"
"AVESSO DA LÓGICA, O",Heldes Macrino de Paula,"R$30,00","15,00"
MISTÉRIO NO ORFANATO,SONIA ROITER STYCER,"R$32,00","16,00"
TIMBURÉ,JOSÉ SILVEIRA DA COSTA,"R$39,00","19,50"
"EU,EU MESMO E...DEUS? OU LONGE DO PARAÍSO",ROGERIO RIBEIRO,"R$35,00","17,50"
"REENCARNACAO, A",ERLANIA RIBEIRO VIEIRA,"R$19,00","9,50"
CONFLITOS,fernanda marques,"R$45,00","22,50"
"PASSARINHO QUE NÃO SABIA CANTAR, O",RONALD FUCS,"R$28,00","14,00"
PIADAS GRAVIDAS,ARQUIMEDES LUIZ,"R$35,00","17,50"
MOMENTOS DE ALEGRIA,ERLANIA RIBEIRO VIEIRA,"R$14,00","7,00"
DO FUNDO DO BAU,SILVIA HELENA VALENCA PAIVA,"R$24,50","12,25"
"IGREJA AGNOSTICA-ROMANCE SATIRICO,A",EXPE FAGGIONI,"R$28,00","14,00"
MELHOR DE TRES,EROS RAMOS DE ALMEIDA,"R$22,00","11,00"
CHAMA DO CORAÇÃO,LEDA MIRANDA E LIA MIRANDA,"R$55,00","27,50"
NEM TUDO ESTA PERDIDO,ARQUIMEDES LUIZ,"R$45,00","22,50"
ULTRAPASSANDO OS LIMITES,MARIA LUCIA MARTINS,"R$38,00","19,00"
LUTA NAS CLASSES,BERNARDO JABLONSKI E RONALD FUCS,"R$19,00","9,50"
NUNCA ABRA MAO DOS SEUS SONHOS (2),ELIANA LEAL,"R$28,00","14,00"
Z.E. ZENAS ESCREVINHADAS,FERNANDO CARUSO E BERNARDO JABLONSKI(ORG),"R$30,00","15,00"
VOCE TEM OBRIGACAO DE SER FELIZ,ELIANA LEAL,"R$29,00","14,50"
JOÃO AGITADÃO - 3 EDIÇÃO,LIA DE PAULA MARAES,"R$28,00","14,00"
"BARCA DOS ANIMAIS, A",RODOLFO MOTTA REZENDE,"R$42,00","21,00"
LUNIX NO MUNDO DA LUA,VERA SELETO,"R$24,20","12,10"
CEREJEIRAS E CAFEZAIS - BILINGUE,JAIME LARRY BENCHIMOL,"R$140,80","70,40"
CONTOS DO RIO II,A.TAVARES LIMA.CAROLA SAAVEDRA.LAIS AMARAL JR,"R$32,00","16,00"
"HISTORIA DA SELECAO BRASILEIRA EM CORDEL, A",CLAUDIO ARAGAO,"R$22,77","11,39"
LAGRIMAS DO ASSOALHO,JAIRO VIANNA RAMOS,"R$45,54","22,77"
PASSO TROTE GALOPE,NANCY DE LUSTOZA BARROS E HIRSCH,"R$79,00","39,50"
"FAMA E A CAMA,A",JOSÉ AUGUSTO CARVALHO,"R$48,00","24,00"
"GRANDES PROFECIAS,AS",FRANCO CUOMO,"R$99,00","49,50"
PEQUENO ARSENAL,JORGE EMIL,"R$28,00","14,00"
"HISTORIA DO CORINTHIANS EM CORDEL,A",CLAUDIO ARAGAO,"R$24,00","12,00"
CEREJEIRAS E CAFEZAIS:RELAÇÕES MÉDICO-CIENTÍFICAS,"JAIME LARRY BENCHIMOL/MAGALI ROMERO SÁ/KAORIKODAM","R$96,80","48,40"
FEITIÇO DO BOÊMIO,ESTHER REGINA LARGMAN...{ET AL },"R$50,00","25,00"
NACIONALIDADE ESTRANGEIRA,CLAUDIA MATTOS,"R$56,00","28,00"
MEMÓRIAS DA ROSA,CONSUELO DE SAINT-EXUPERY,"R$59,00","29,50"
LILI VAI SURFAR,LEYLA LOBO,"R$35,20","17,60"
JOMAR -ALIADOS POEMAS,JOMAR MORAES SOUTO,"R$60,00","30,00"
"CORSARIO,O",DU GUAYTROUIN,"R$52,00","26,00"
"CABECA, CORPO, CAVEIRA E ALMA",FERNANDO BURJATO,"R$32,89","16,45"
MANUAL PARA VIAJANTES,TERESINHA COSTA,"R$45,54","22,77"
"MARIA QUITERIA,32",MIRIAM MAMBRINI,"R$49,28","24,64"
"ULTIMA ADOLESCENCIA, A",HELIO BRASIL,"R$44,22","22,11"
HISTORIA DO VASCO DA GAMA EM CORDEL,CLAUDIO ARAGAO,"R$24,00","12,00"
TRABALHADORES EM GREVE POLICIA EM..,MARCELO BADARO MATTOS,"R$64,00","32,00"
"BISTRÔS BUENOS AIRES ONDE COMER BEM,BACANA E BARA",Alex Herzog,"R$59,90","29,95"
SINTOMAS DE UMA EPOCA,LUIZ ROBERTO LONDRES,"R$57,20","28,60"
"BOIA PERDIDA, A",EVANGELINA BARBOSA DE MORAES,"R$32,89","16,45"
TEMPOS DE NASSAU,ALEXANDER WEINBERG,"R$58,19","29,10"
"CARNE E O SONHO, A",LUIZ A. G. CANCELLO,"R$32,89","16,45"
FUNK-SE QUEM QUISER,ADRIANA CARVALHO LOPES,"R$55,66","27,83"
LIVROS VERMELHOS,MARCELO BADARÓ MATTOS(ORG) ANDRÉA VAVIER{ET AL.},"R$56,76","28,38"
"ADEUS, RIO DOCE",GENY VILAS-NOVAS,"R$35,42","17,71"
"PROFESSOR JEREMIAS, O",LEO VAZ,"R$35,42","17,71"
MACHADO DE ASSIS:PERSONAGENS E DEST,ANTENOR SALZER RODRIGUES,"R$48,00","24,00"
DOZE AUTORES E SUAS HISTÓRIAS,"ESTHER LARGMAN,EVANGELINA BARBOSA E OUTROS","R$40,48","20,24"
"ILHA URBANA,A",SÉRGIO CALDERARO,"R$37,73","18,87"
JUSTICA FARDADA,RENATO LEMOS,"R$65,89","32,95"
LILI NO PARQUE,LEYLA LOBO,"R$31,90","15,95"
VÍCIOS OCULTOS,MIRIAM MAMBRINI,"R$44,22","22,11"
ESTAO TODOS AQUI,ALEXANDRE BRANDAO,"R$37,73","18,87"
ÁSPEROS E MACIOS,ESTHER LARGMAN...{ET AL},"R$53,13","26,57"
TRABALHADORES:PROFISSOES DO BRASIL,HUMBERTO MEDEIROS,"R$85,80","42,90"
MARQUESA DE SANTOS,COLETANIA,"R$55,66","27,83"
ARABESCO,ANDRE DE FIGUEIREDO,"R$52,00","26,00"
"BEIRA DE RIO, CORRENTEZA",CARLOS BARBOSA,"R$50,60","25,30"
"CRIME MAIS CRUEL, O",MIRIAM MAMBRINI,"R$49,28","24,64"
"HISTÓRIA DO BRASIL ATRAVÉS DA CARICATURA,UMA",RENATO LEMOS(ORG.),"R$98,00","49,00"
COBRAS E LAGARTOS,ANGELA BUENO,"R$24,20","12,10"
CONTOS RUSSOS ETERNOS,LEON TOLSTÓI; FIÓDOR DOSTOIÉVSKI E OUTROS,"R$73,15","36,58"
RUIDOS E PEQUENOS MOVIMENTOS,CARLOS GREGORIO,"R$45,54","22,77"
EPÍSTOLAS AO PEIXE,HÉLIO DE ALMEIDA FERNANDES,"R$50,60","25,30"
ELOS INVISIVEIS,ALMIR GHIARONI,"R$55,66","27,83"
VÍCIOS OCULTOS - AUDIOLIVROS DE CONTOS(CDS),MIRIAM MAMBRINI,"R$27,50","13,75"
