ISBN,TÍTULO,EDITORA,ASSUNTO,AUTOR,"PREÇO DE CAPA","PREÇO NA FEIRA (50%)",LINK
9786557110201,,Editora Unesp,Sociologia,,"R$ 72,00","R$ 36,00",depressao-e-capitalismo-CORBANEZI-ELTON-ROGERIO-
"",capitalismo,,,ROGERIO,,,
"",,,,,,,EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Schopenhauer-TANNER-
9788571393431,Schopenhauer,Editora Unesp,Biografias,"TANNER, MICHAEL","R$ 22,00","R$ 11,00",
"",,,,,,,MICHAEL-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/seculo-das-revolucoes-
9788539302222,"século das revoluções, O",Editora Unesp,História,"HILL, CHRISTOPHER","R$ 88,00","R$ 44,00",
"",,,,,,,O-HILL-CHRISTOPHER-EDITORA-UNESP/p
"",,,,"MOTTA, BARBARA",,,https://www.livrariaunesp.com.br/Securitizacao-e-politica-
"",,,Política e Relações,,,,
9788539307272,Securitização e política de exceção,Editora Unesp,,VASCONCELLOS DE,"R$ 55,00","R$ 27,50",de-excecao-MOTTA-BARBARA-VASCONCELLOS-DE-
"",,,Internacionais,,,,
"",,,,CARVALHO,,,CARVALHO-EDITORA-UNESP/p
"",,,,"ADORNO, THEODOR",,,https://www.livrariaunesp.com.br/Sem-diretriz-Parva-
9786557110393,Sem diretriz - Parva Aesthetica,Editora Unesp,Filosofia,,"R$ 59,00","R$ 29,50",
"",,,,W.,,,Aesthetica-ADORNO-THEODOR-W-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Senhores-de-poucos-
"",,,Política e Relações,"FERREIRA, RICARDO",,,
9788571396388,Senhores de poucos escravos,Editora Unesp,,,"R$ 49,00","R$ 24,50",escravos-FERREIRA-RICARDO-ALEXANDRE-EDITORA-
"",,,Internacionais,ALEXANDRE,,,
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Senhores-dos-trilhos-
9788571397231,Senhores dos trilhos,Editora Unesp,História,"TENCA, ALVARO","R$ 76,00","R$ 38,00",
"",,,,,,,TENCA-ALVARO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/sentido-da-vida-O-
9786557110157,"sentido da vida, O",Editora Unesp,Filosofia,"EAGLETON, TERRY","R$ 52,00","R$ 26,00",
"",,,,,,,EAGLETON-TERRY-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/sentidos-da-
"",sentidos da alfabetização - 2a,,,"MORTATTI, MARIA DO",,,
9786557110300,,Editora Unesp,Educação e Pedagogia,,"R$ 69,00","R$ 34,50",alfabetizacao-2a-edicao-Os-MORTATTI-MARIA-DO-
"","edição, Os",,,ROSARIO LONGO,,,
"",,,,,,,ROSARIO-LONGO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/sentidos-da-
"",,,,MARIA DO ROSARIO,,,
9788571392649,"sentidos da alfabetização, Os",Editora Unesp,Educação e Pedagogia,,"R$ 66,00","R$ 33,00",alfabetizacao-Os-MARIA-DO-ROSARIO-LONGO-MORTATTI-
"",,,,LONGO MORTATTI,,,
"",,,,,,,EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/SENTIDOS-
"","SENTIDOS, POTENCIALIDADES E",Cultura,,"VICENTINI, PAULA",,,
9788579830549,,,Educação e Pedagogia,,"R$ 30,00","R$ 15,00",POTENCIALIDADES-E-USOS-DA-AUTO-BIOGRAFIA-
"",USOS DA (AUTO) BIOGRAFIA,Acadêmica,,PERIN,,,
"",,,,,,,VICENTINI-PAULA-PERIN-CULTURA-ACADEMIC/p
"",,,,,,,https://www.livrariaunesp.com.br/SEQUENCIAS-DE-
"",,Cultura,"Ciências Biológicas, Exatas,","CRUZ, GERMAN JESUS",,,
9788579832635,SEQUÊNCIAS DE NÚMEROS REAIS,,,,"R$ 20,00","R$ 10,00",NUMEROS-REAIS-CRUZ-GERMAN-JESUS-LOZADA-CULTURA-
"",,Acadêmica,Naturais e da Terra,LOZADA,,,
"",,,,,,,ACADEMICA/p
"",,,,,,,https://www.livrariaunesp.com.br/ser-humano-diante-do-
"",ser humano diante do câncer e a,,,,,,
9788539308101,,Editora Unesp,Saúde e Medicina,"YAMAGUCHI, NISE H.","R$ 44,00","R$ 22,00",cancer-e-a-vontade-de-curar-O-YAMAGUCHI-NISE-H-
"","vontade de curar, O",,,,,,
"",,,,,,,EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Sergio-Buarque-de-
"",Sérgio Buarque de Holanda:,,Política e Relações,BUARQUE DE,,,
9788539300938,,Editora Unesp,,,"R$ 88,00","R$ 44,00",Holanda-escritos-coligidos-Livro-I-BUARQUE-DE-HOLANDA-
"",escritos coligidos - Livro I,,Internacionais,"HOLANDA, SERGIO",,,
"",,,,,,,SERGIO-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Sergio-Buarque-de-
"",Sérgio Buarque de Holanda:,,Política e Relações,,,,
9788539300921,,Editora Unesp,,"COSTA, MARCOS","R$ 88,00","R$ 44,00",Holanda-escritos-coligidos-Livro-II-COSTA-MARCOS-
"",escritos coligidos - Livro II,,Internacionais,,,,
"",,,,,,,EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/servico-reservado-da-
"",serviço reservado da Delegacia de,,,,,,
"",,,Política e Relações,"FLORINDO, MARCOS",,,Delegacia-de-Ordem-Politica-e-Social-de-Sao-Paulo-na-Era-
9788571397309,Ordem Política e Social de São,Editora Unesp,,,"R$ 56,00","R$ 28,00",
"",,,Internacionais,TARCISIO,,,Vargas-O-FLORINDO-MARCOS-TARCISIO-EDITORA-
"","Paulo na Era Vargas, O",,,,,,
"",,,,,,,UNESP/p
"",,,"Ciências Biológicas, Exatas,","ELLSTRAND, NORMAN",,,https://www.livrariaunesp.com.br/Sexo-na-mesa-da-
9788539308095,Sexo na mesa da cozinha,Editora Unesp,,,"R$ 66,00","R$ 33,00",
"",,,Naturais e da Terra,C.,,,cozinha-ELLSTRAND-NORMAN-C-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Sexualidade-e-
"",,,,"MAIA, ANA CLAUDIA",,,
9788571396692,Sexualidade e deficiências,Editora Unesp,Saúde e Medicina,,"R$ 66,00","R$ 33,00",deficiencias-MAIA-ANA-CLAUDIA-BORTOLOZZI-EDITORA-
"",,,,BORTOLOZZI,,,
"",,,,,,,UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Shakespeare-KIERNAN-
9788571391826,Shakespeare,Editora Unesp,Linguística,"KIERNAN, VICTOR","R$ 82,00","R$ 41,00",
"",,,,,,,VICTOR-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Shopping-centers-
9788571390294,Shopping centers,Editora Unesp,Arquitetura e Urbanismo,"PINTAUDI, SILVANA M.","R$ 44,00","R$ 22,00",
"",,,,,,,PINTAUDI-SILVANA-M-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Simbolismo-e-
9788539305360,Simbolismo e interpretação,Editora Unesp,Linguística,"TODOROV, TZVETAN","R$ 45,00","R$ 22,50",
"",,,,,,,interpretacao-TODOROV-TZVETAN-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Simbolos-que-
"",Símbolos que representam a si,,,,,,
9788539307142,,Editora Unesp,Antropologia,"WAGNER, ROY","R$ 45,00","R$ 22,50",representam-a-si-mesmos-WAGNER-ROY-EDITORA-
"",mesmos,,,,,,
"",,,,,,,UNESP/p
"",,,,"PROENCA, WANDER",,,https://www.livrariaunesp.com.br/Sindicato-de-magicos-
9788539301072,Sindicato de mágicos,Editora Unesp,Sociologia,,"R$ 96,00","R$ 48,00",
"",,,,DE LARA,,,PROENCA-WANDER-DE-LARA-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/SISTEMA-DE-
"",SISTEMA DE PRODUÇÃO,Cultura,"Ciências Biológicas, Exatas,","BACCARIN, JOSE",,,
9788579831843,,,,,"R$ 30,00","R$ 15,00",PRODUCAO-AGROPECUARIO-BRASILEIRO-BACCARIN-JOSE-
"",AGROPECUÁRIO BRASILEIRO -,Acadêmica,Naturais e da Terra,GIACOMO,,,
"",,,,,,,GIACOMO-CULTURA-ACADEMICA/p
"",,,,,,,https://www.livrariaunesp.com.br/SISTEMA-DE-
"",SISTEMA DE PRODUÇÃO,,,,,,
"",,Cultura,"Ciências Biológicas, Exatas,","BACCARIN, JOSE",,,PRODUCAO-AGROPECUARIO-BRASILEIRO-EVOLUCAO-
9788598605845,AGROPECUÁRIO BRASILEIRO:,,,,"R$ 14,00","R$ 7,00",
"",,Acadêmica,Naturais e da Terra,GIACOMO,,,RECENTE-BACCARIN-JOSE-GIACOMO-CULTURA-
"",EVOLUÇÃO RECENTE,,,,,,
"",,,,,,,ACADEMICA/p
9788571398078,Sob o signo da memória,Editora Unesp,Educação e Pedagogia,"MIRANDA, SONIAREGINA","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/Sob-o-signo-da-memoria-MIRANDA-SONIA-REGINA-EDITORA-UNESP/p"
9788571399754,Sob o signo de Atena,Editora Unesp,"Política e RelaçõesInternacionais","MATHIAS, SUZELEYKALIL","R$ 64,00","R$ 32,00","https://www.livrariaunesp.com.br/Sob-o-signo-de-Atena-MATHIAS-SUZELEY-KALIL-EDITORA-UNESP/p"
9788539304684,"soberania do bem, A",Editora Unesp,Filosofia,"MURDOCH, IRIS","R$ 32,00","R$ 16,00","https://www.livrariaunesp.com.br/soberania-do-bem-A-MURDOCH-IRIS-EDITORA-UNESP/p"
9788539302475,Sobre a constituição da Europa,Editora Unesp,"Política e RelaçõesInternacionais","HABERMAS, JURGEN","R$ 49,00","R$ 24,50",https://www.livrariaunesp.com.br/Sobre-a-constituicao-da
"",,,,,,Europa-HABERMAS-JURGEN-EDITORA-UNESP/p,
9788539305551,Sobre a educação,Editora Unesp,Educação e Pedagogia,"RUSSELL, BERTRAND","R$ 52,00","R$ 26,00","https://www.livrariaunesp.com.br/Sobre-a-educacao-RUSSELL-BERTRAND-EDITORA-UNESP/p"
9786557110416,Sobre a liberdade da vontade,Editora Unesp,Filosofia,"SCHOPENHAUER,ARTHUR","R$ 39,00","R$ 19,50","https://www.livrariaunesp.com.br/Sobre-a-liberdade-da-vontade-SCHOPENHAUER-ARTHUR-EDITORA-UNES/p"
9788539301492,Sobre educação,Editora Unesp,Educação e Pedagogia,"BRIGHOUSE, HARRY","R$ 42,00","R$ 21,00","https://www.livrariaunesp.com.br/Sobre-educacao-BRIGHOUSE-HARRY-EDITORA-UNESP/p"
9788571395510,"Sobre educação, política esindicalismo - 3a edição",Editora Unesp,"Política e RelaçõesInternacionais","TRAGTENBERG,MAURICIO","R$ 48,00","R$ 24,00","https://www.livrariaunesp.com.br/Sobre-educacao-politica-e-sindicalismo-3a-edicao-TRAGTENBERG-MAURICIO-EDITORA-UNES/p"
9786557110676,"Sobre o culto moderno dos deuses""fatiches""",Editora Unesp,Filosofia,"LATOUR, BRUNO","R$ 45,00","R$ 22,50",https://www.livrariaunesp.com.br/Sobre-o-culto-moderno-
"",,,,,,dos-deuses--fatiches--LATOUR-BRUNO-EDITORA-UNESP/p,
9788539307982,"sobrinho de Rameau, O",Editora Unesp,Filosofia,"DIDEROT, DENIS","R$ 48,00","R$ 24,00",https://www.livrariaunesp.com.br/sobrinho-de-Rameau-O-
"",,,,,,DIDEROT-DENIS-EDITORA-UNESP/p,
9788571392137,Socialismo sociável,Editora Unesp,"Política e RelaçõesInternacionais","HECKER, ALEXANDRE","R$ 86,00","R$ 43,00","https://www.livrariaunesp.com.br/Socialismo-sociavel-HECKER-ALEXANDRE-EDITORA-UNESP/p"
9788571399464,"sociedade de educação de SãoPaulo, A",Editora Unesp,Educação e Pedagogia,"NERY, ANA CLARABORTOLETO","R$ 56,00","R$ 28,00",https://www.livrariaunesp.com.br/sociedade-de-educacao
"",,,,,,"de-Sao-Paulo-A-NERY-ANA-CLARA-BORTOLETO-EDITORA-UNESP/p",
9788571396173,Sociedade movediça,Editora Unesp,História,"MOURA, DENISEAPARECIDA SOARESDE","R$ 68,00","R$ 34,00","https://www.livrariaunesp.com.br/Sociedade-movedica-MOURA-DENISE-APARECIDA-SOARES-DE-EDITORA-UNESP/p"
9788539305537,Sociologia das crises políticas,Editora Unesp,"Política e RelaçõesInternacionais","DOBRY, MICHEL","R$ 84,00","R$ 42,00","https://www.livrariaunesp.com.br/Sociologia-das-crises-politicas-DOBRY-MICHEL-EDITORA-UNESP/p"
9788539302659,Sociologia das religiões,Editora Unesp,Sociologia,"WILLAIME, JEAN-PAUL","R$ 45,00","R$ 22,50",https://www.livrariaunesp.com.br/Sociologia-das-religioes-
"",,,,,,WILLAIME-JEAN-PAUL-EDITORA-UNESP/p,
9786557110768,Sociologia do desconhecimento,Editora Unesp,Sociologia,"MARTINS, JOSE DESOUZA","R$ 66,00","R$ 33,00","https://www.livrariaunesp.com.br/Sociologia-do-desconhecimento-MARTINS-JOSE-DE-SOUZA-EDITORA-UNESP/p"
9788571392427,Sócrates,Editora Unesp,Biografias,"GOTTLIEB, ANTHONY","R$ 22,00","R$ 11,00","https://www.livrariaunesp.com.br/Socrates-GOTTLIEB-ANTHONY-EDITORA-UNESP/p"
9788571397101,"subjetividade corpórea, A",Editora Unesp,Filosofia,"SOMBRA, JOSE DECARVALHO","R$ 58,00","R$ 29,00",https://www.livrariaunesp.com.br/subjetividade-corporea-,
"",,,,,,,A-SOMBRA-JOSE-DE-CARVALHO-EDITORA-UNES/p,
9788571394742,Substâncias húmicas aquáticas,Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","ROCHA, JULIO CESAR","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/Substancias-humicas-aquaticas-ROSA-ANDRE-HENRIQUE-EDITORA-UNESP/p",
9788539303717,"suicídio e sua prevenção, O",Editora Unesp,"Literatura, Ficção e Romance","BERTOLOTE, JOSEMANOEL","R$ 34,00","R$ 17,00","https://www.livrariaunesp.com.br/suicidio-e-sua-prevencao-O-BERTOLOTE-JOSE-MANOEL-EDITORA-UNESP/p",
9788571399587,"Supersimetria aplicada à MecânicaQuântica",Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","DRIGO FILHO, ELSO","R$ 32,00","R$ 16,00",https://www.livrariaunesp.com.br/Supersimetria-aplicada-,
"",,,,,,,"a-Mecanica-Quantica-DRIGO-FILHO-ELSO-EDITORA-UNES/p",
9788571396609,"Supremo Tribunal Federal, O",Editora Unesp,"Política e RelaçõesInternacionais","COSTA, EMILIA VIOTTIDA","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Supremo-Tribunal-Federal-O-COSTA-EMILIA-VIOTTI-DA-EDITORA-UNESP/p",
9788539300655,Tagarelice espirituosa,Editora Unesp,Linguística,"HERVOT, BRIGITTE","R$ 56,00","R$ 28,00","https://www.livrariaunesp.com.br/Tagarelice-espirituosa-HERVOT-BRIGITTE-EDITORA-UNESP/p",
9788571398917,"tapete de Penélope, O",Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","BOEGER, WALTER A.","R$ 26,00","R$ 13,00","https://www.livrariaunesp.com.br/tapete-de-Penelope-O-BOEGER-WALTER-A-EDITORA-UNESP/p",
9788539300495,"tarefa do crítico, A",Editora Unesp,"Crítica Literária e TeoriaLiterária","EAGLETON, TERRY","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/tarefa-do-critico-A-EAGLETON-TERRY-EDITORA-UNESP/p",
9788539300471,"teatro à moda, O",Editora Unesp,Artes,"MARCELLO,BENEDETTO","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/teatro-a-moda-O-MARCELLO-BENEDETTO-EDITORA-UNESP/p",
9788539301331,Teatro pós-dramático na escola,Editora Unesp,Artes,"ANDRE, CARMINDAMENDES","R$ 56,00","R$ 28,00","https://www.livrariaunesp.com.br/Teatro-pos-dramatico-na-escola-ANDRE-CARMINDA-MENDES-EDITORA-UNESP/p",
9788539300648,Técnica avançada para pianistas,Editora Unesp,Artes,"MARUN, NAHIM","R$ 56,00","R$ 28,00",https://www.livrariaunesp.com.br/Tecnica-avancada-para-,
"",,,,,,,pianistas-MARUN-NAHIM-EDITORA-UNESP/p,
9788539307562,"técnica do livro segundo SãoJerônimo, A",Editora Unesp,História,"ARNS, DOM PAULOEVARISTO","R$ 95,00","R$ 47,50","https://www.livrariaunesp.com.br/tecnica-do-livro-segundo-Sao-Jeronimo-A-ARNS-DOM-PAULO-EVARISTO-EDITORA-UNESP/p",
9788539305803,"Técnica e ciência como ""ideologia""",Editora Unesp,Sociologia,"HABERMAS, JURGEN","R$ 52,00","R$ 26,00",https://www.livrariaunesp.com.br/Tecnica-e-ciencia-como,
"",,,,,,,-ideologia--HABERMAS-JURGEN-EDITORA-UNESP/p,
9788539307449,Técnicas de estado,Editora Unesp,"Política e RelaçõesInternacionais","FRANKENBERG, GNTER","R$ 86,00","R$ 43,00",https://www.livrariaunesp.com.br/Tecnicas-de-estado/p,
9788571392359,"Tecnologia, guerra e fascismo",Editora Unesp,Biografias,"MARCUSE, HERBERT","R$ 86,00","R$ 43,00","https://www.livrariaunesp.com.br/Tecnologia-guerra-e-fascismo-MARCUSE-HERBERT-EDITORA-UNESP/p",
9788571392120,Templos de civilização,Editora Unesp,Educação e Pedagogia,"SOUZA, ROSA FATIMADE","R$ 69,00","R$ 34,50","https://www.livrariaunesp.com.br/Templos-de-civilizacao-SOUZA-ROSA-FATIMA-DE-EDITORA-UNESP/p"
9788539308064,Tempos de reinvenção,Editora Unesp,"Política e RelaçõesInternacionais","AYERBE, LUISFERNANDO","R$ 54,00","R$ 27,00","https://www.livrariaunesp.com.br/Tempos-de-reinvencao-AYERBE-LUIS-FERNANDO-EDITORA-UNES/p"
9788539300792,"tensão essencial, A",Editora Unesp,Filosofia,"KUHN, THOMAS S.","R$ 82,00","R$ 41,00","https://www.livrariaunesp.com.br/tensao-essencial-A-KUHN-THOMAS-S-EDITORA-UNES/p"
9788539305315,Teoria crítica,Editora Unesp,"Política e RelaçõesInternacionais","GALLARDO, HELIO","R$ 104,00","R$ 52,00","https://www.livrariaunesp.com.br/Teoria-critica-GALLARDO-HELIO-EDITORA-UNESP/p"
9788571399457,"Teoria da aprendizagem na obra deJean Piaget",Editora Unesp,Educação e Pedagogia,"MONTOYA, ADRIANOSCAR DONGO","R$ 62,00","R$ 31,00","https://www.livrariaunesp.com.br/Teoria-da-aprendizagem-na-obra-de-Jean-Piaget-MONTOYA-ADRIAN-"
"",,,,,,,OSCAR-DONGO-EDITORA-UNESP/p
9788539304967,Teoria da literatura,Editora Unesp,Linguística,"TODOROV, TZVETAN","R$ 72,00","R$ 36,00","https://www.livrariaunesp.com.br/Teoria-da-literatura-TODOROV-TZVETAN-EDITORA-UNESP/p"
9788539304721,"teoria da relatividade restrita, A",Editora Unesp,"Ciências Biológicas, Exatas,Naturais e da Terra","BOHM, DAVID","R$ 64,00","R$ 32,00","https://www.livrariaunesp.com.br/teoria-da-relatividade-restrita-A-BOHM-DAVID-EDITORA-UNESP/p"
9788539302192,Teoria e ação libertárias,Editora Unesp,Sociologia,"TRAGTENBERG,MAURICIO","R$ 90,00","R$ 45,00","https://www.livrariaunesp.com.br/Teoria-e-acao-libertarias-TRAGTENBERG-MAURICIO-EDITORA-UNES/p"
9788539304882,Teoria e práxis,Editora Unesp,"Política e RelaçõesInternacionais","HABERMAS, JURGEN","R$ 110,00","R$ 55,00","https://www.livrariaunesp.com.br/Teoria-e-praxis-HABERMAS-JURGEN-EDITORA-UNESP/p"
9788571392618,Teoria social hoje,Editora Unesp,Sociologia,"GIDDENS, ANTHONY","R$ 110,00","R$ 55,00","https://www.livrariaunesp.com.br/Teoria-social-hoje-GIDDENS-ANTHONY-EDITORA-UNESP/p"
9788539301577,Teorias da etnicidade - 2a edição,Editora Unesp,Sociologia,"POUTIGNAT, PHILIPPE","R$ 66,00","R$ 33,00","https://www.livrariaunesp.com.br/Teorias-da-etnicidade-2a-edicao-POUTIGNAT-PHILIPPE-EDITORA-UNESP/p"
9788539301966,"teorias das guerras preventivas e asrelações internacionais, As",Editora Unesp,História,"JUNIOR, ALBERTOMONTOYA CORREA","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/teorias-das-guerras-preventivas-e-as-relacoes-internacionais-As-JUNIOR-ALBERTO-MONTOYA-CORREA-EDITORA-UNESP/p"
9788539305568,Teorias do símbolo,Editora Unesp,Linguística,"TODOROV, TZVETAN","R$ 90,00","R$ 45,00","https://www.livrariaunesp.com.br/Teorias-do-simbolo-TODOROV-TZVETAN-EDITORA-UNESP/p"
9788571391536,Teorias do teatro,Editora Unesp,Artes,"CARLSON, MARVIN","R$ 99,00","R$ 49,50","https://www.livrariaunesp.com.br/Teorias-do-teatro-CARLSON-MARVIN-EDITORA-UNESP/p"
9788598605043,"TERCEIRO SETOR E GENERO -TRAJETORIAS E PERSPECTIVAS","CulturaAcadêmica",Sociologia,"MATTOS, MARIAIZILDA S. DE","R$ 25,00","R$ 12,50","https://www.livrariaunesp.com.br/TERCEIRO-SETOR-E-GENERO-TRAJETORIAS-E-PERSPECTIVAS-MATTOS-MARIA-IZILDA-S-DE-CULTURA-ACADEMICA/p"
9788571394766,"terras inventadas, As",Editora Unesp,Biografias,"SILVA, WILTONCARLOS LIMA DA","R$ 69,00","R$ 34,50","https://www.livrariaunesp.com.br/terras-inventadas-As-SILVA-WILTON-CARLOS-LIMA-DA-EDITORA-UNESP/p"
9788571397163,Território e mercado de trabalho,Editora Unesp,Geografia,"OLIVEIRA, ALBERTO DE","R$ 56,00","R$ 28,00","https://www.livrariaunesp.com.br/Territorio-e-mercado-de-trabalho-OLIVEIRA-ALBERTO-DE-EDITORA-UNESP/p"
9788598605081,Territórios da leitura,"CulturaAcadêmica",Linguística,"AGUIAR, VERATEIXEIRA DE","R$ 50,00","R$ 25,00","https://www.livrariaunesp.com.br/Territorios-da-leitura-AGUIAR-VERA-TEIXEIRA-DE-CULTURA-ACADEMICA/p"
9788539306718,Testemunha ocular,Editora Unesp,História,"BURKE, PETER","R$ 69,00","R$ 34,50","https://www.livrariaunesp.com.br/Testemunha-ocular-BURKE-PETER-EDITORA-UNESP/p"
9788571399679,Textos autobiográficos,Editora Unesp,Biografias,"ROUSSEAU, JEAN-JACQUES","R$ 56,00","R$ 28,00","https://www.livrariaunesp.com.br/Textos-autobiograficos-ROUSSEAU-JEAN-JACQUES-EDITORA-UNESP/p"
9788539306015,Textos e contextos,Editora Unesp,"Política e RelaçõesInternacionais","HABERMAS, JURGEN","R$ 82,00","R$ 41,00","https://www.livrariaunesp.com.br/Textos-e-contextos-HABERMAS-JURGEN-EDITORA-UNESP/p"
9788571397200,Textualidade e ensino,Editora Unesp,Educação e Pedagogia,"LIMA, MARIACONCEICAO ALVES DE","R$ 62,00","R$ 31,00","https://www.livrariaunesp.com.br/Textualidade-e-ensino-LIMA-MARIA-CONCEICAO-ALVES-DE-EDITORA-UNESP/p"
9788579830600,THE CHALLENGES OF GOOD,"CulturaAcadêmica",Sociologia,"PIRES, MARCOSCORDEIRO","R$ 23,10","R$ 11,55","https://www.livrariaunesp.com.br/THE-CHALLENGES-OF-GOOD-PAULINO-LUIS-ANTONIO-CULTURA-ACADEMICA/p"
9788539301539,Theatro paulista (1840-1930),Editora Unesp,Artes,"MASSERAN, PAULOROBERTO","R$ 64,00","R$ 32,00","https://www.livrariaunesp.com.br/Theatro-paulista-1840-1930-MASSERAN-PAULO-ROBERTO-EDITORA-UNESP/p"
9788539304783,"Theodoro de Moraes na história daalfabetização no Brasil",Editora Unesp,Educação e Pedagogia,"PEREIRA DE OLIVEIRA,BARBARA CORTELLA","R$ 42,00","R$ 21,00","https://www.livrariaunesp.com.br/Theodoro-de-Moraes-na-historia-da-alfabetizacao-no-Brasil-PEREIRA-DE-OLIVEIRA-BARBARA-CORTELLA-EDITORA-UNESP/p"
9788539308019,"tinta e o sangue, A",Editora Unesp,História,"KALIFA, DOMINIQUE","R$ 99,00","R$ 49,50","https://www.livrariaunesp.com.br/tinta-e-o-sangue-A-KALIFA-DOMINIQUE-EDITORA-UNESP/p"
9788571392663,Tobin or not Tobin?,Editora Unesp,"Política e RelaçõesInternacionais","CHESNAIS, FRANCOIS","R$ 28,00","R$ 14,00","https://www.livrariaunesp.com.br/Tobin-or-not-Tobin--CHESNAIS-FRANCOIS-EDITORA-UNESP/p"
9788571394995,Tolerância e seus limites,Editora Unesp,Filosofia,"CARDOSO,CLODOALDOMENEGUELLO","R$ 49,00","R$ 24,50","https://www.livrariaunesp.com.br/Tolerancia-e-seus-limites-CARDOSO-CLODOALDO-MENEGUELLO-EDITORA-UNESP/p"
9788539306589,Tópicos em ontologia analítica,Editora Unesp,Filosofia,"KRAUSE, DECIO","R$ 64,00","R$ 32,00","https://www.livrariaunesp.com.br/Topicos-em-ontologia-analitica-KRAUSE-DECIO-EDITORA-UNESP/p"
9788571393257,"Trabalhando com diversidade noPlanfor",Editora Unesp,"Administração, Economia eEmpreendedorismo","VOGEL, ARNO","R$ 46,00","R$ 23,00","https://www.livrariaunesp.com.br/Trabalhando-com-diversidade-no-Planfor-VOGEL-ARNO-EDITORA-UNESP/p"
9788571398481,"Trabalho compulsório e trabalholivre na história do Brasil",Editora Unesp,Sociologia,,"R$ 36,00","R$ 18,00","https://www.livrariaunesp.com.br/Trabalho-compulsorio-e-trabalho-livre-na-historia-do-Brasil-EDITORA-UNESP/p"
"",,,,,,,https://www.livrariaunesp.com.br/Trabalho-mercado-e-
"",,,Política e Relações,"PRONI, MARCELO",,,
9788571394933,"Trabalho, mercado e sociedade",Editora Unesp,,,"R$ 48,00","R$ 24,00",sociedade-PRONI-MARCELO-WEISHAUPT-EDITORA-
"",,,Internacionais,WEISHAUPT,,,
"",,,,,,,UNESP/p
"",,,Crítica Literária e Teoria,"DEZOTTI, MARIA",,,https://www.livrariaunesp.com.br/tradicao-da-fabula-A-
9788539307494,"tradição da fábula, A",Editora Unesp,,,"R$ 56,00","R$ 28,00",
"",,,Literária,CELESTE CONSOLIN,,,DEZOTTI-MARIA-CELESTE-CONSOLIN-EDITORA-UNESP/p
"",,,,,,,https://www.livrariaunesp.com.br/Traducao---
"",Tradução & Perspectivas teóricas e,,,"AMORIM, LAURO",,,
