ISBN13,GTIN,"Status dedisponibilidade",Autor,Outros c,Tníttruiblouidores,"Altura (cm)","Largura (cm)","Profundidade (cm)",Peso,Formato,Preço R$,Classificação Thema
9788572323529,9788572323529,Disponível,"Almeida, Manuel Antônio d",,Memórias de um sargento de milícia,18,"11,5",1,160,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9786559100521,9786559100521,Disponível,"de Assis, Machado",,Memórias póstumas de Brás Cubas,"18,2",12,"1,6",220,Livro capa dura (hardcov,"r) R$ 39,90",FB - Ficção: geral & literária
9788572322942,9788572322942,Disponível,"Assis, Machado de",,Memórias póstumas de Brás Cubas,18,"11,5",1,160,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572322669,9788572322669,Disponível,"Pessoa, Fernando",,Mensagem,18,"11,5",1,150,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788572328159,9788572328159,Disponível,"Rohden, Huberto",,Metafísica do Cristianismo,18,"11,5","0,7",110,Livro brochura (paperbac,") R$ 28,90",
9786586014969,9786586014969,Disponível,"Woolf, Virginia",Inglês Fit,"iMparlsd Di, aEllioawnea;y Inglês Orberg, Katia",aria21,14,"1,6",160,Livro capa dura (hardcov,"r) R$ 59,90",
9788544002124,9788544002124,Disponível,"Alcott, Louisa May",(Traduto,")M Rualihgeorrzoidnhskays, Diego",21,14,4,790,Livro capa dura (hardcov,"r) R$ 79,90",FB - Ficção: geral & literária
9788572325974,9788572325974,Disponível,"Azevedo, Álvares de",,Noite na taverna,18,"11,5","0,7",110,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544000335,9788544000335,Disponível,"Gaskell, Elizabeth",(Traduto,")N Dourtaer tee ,s uClarlos; (Tradutor) Duarte,",nn2a1,14,4,870,Livro capa dura (hardcov,"r) R$ 59,90",FR - Literatura romântica
9788544001240,9788544001240,Disponível,"Gaskell, Elizabeth",(Traduto,")N Dourtaer tee ,s uClarlos; (Tradutor) Duarte,",nn2a3,16,4,"1.130,00",Livro capa dura (hardcov,"r) R$ 69,90",
9786586014617,9786586014617,Disponível,"de Cervantes, Miguel",(Traduto,")N Coavmeliallso e, xYeamraplares",23,16,"3,1",315,Livro capa dura (hardcov,"r) R$ 89,90",
9788572321983,9788572321983,Disponível,"Rohden, Huberto",,Novos rumos para a Educação,18,"11,5","0,7",120,Livro brochura (paperbac,") R$ 28,90",QD - Filosofia
9788572327503,9788572327503,Disponível,"Assis, Machado de",,O Alienista,18,"11,5","0,7",110,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544000090,9788544000090,Disponível,"Nietzsche, Friedrich Wilhel",(Traduto,")O D aunatritcer,i sCtoarlos; (Tradutor) Duarte,",nn2a1,14,1,190,Livro brochura (paperbac,") R$ 59,90",QD - Filosofia
9788572328692,9788572328692,Disponível,"Nietzsche, Friedrich",(Traduto,")O D aunatritcer,i sCtoarlos; (Tradutor) Duarte,",nn1a8,"11,5","0,6",100,Livro brochura (paperbac,") R$ 28,90",QD - Filosofia
9788572323581,9788572323581,Disponível,"Pompéia, Raul",,O ateneu,18,"11,5","1,2",160,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544000069,9788544000069,Disponível,Platão,(Traduto,")O S iblvana,q Mueateria Aparecida de Oliveira",18,"11,5","0,7",140,Livro brochura (paperbac,") R$ 28,90",QD - Filosofia
9788544000038,9788544000038,Disponível,"Távora, Franklin",,O Cabeleira,18,"11,5","1,2",150,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544000205,9788544000205,Disponível,"Rohden, Huberto",,O Caminho da felicidade,18,"11,5","0,9",130,Livro brochura (paperbac,") R$ 28,90",QD - Filosofia
9788572328609,9788572328609,Disponível,"Doyle, Arthur Conan",(Traduto,")O P ocãrtoo ,d Aosl dBaaskerville",18,"11,5",1,130,Livro brochura (paperbac,") R$ 28,90",FF - Literatura policial
9788544001943,9788544001943,Disponível,"Doyle, Arthur Conan",(Traduto,")O P ocãrtoo ,d Aosl dBaaskerville",21,14,"1,8",260,Livro capa dura (hardcov,"r) R$ 49,90",FB - Ficção: geral & literária
9788572329903,9788572329903,Disponível,"Kafka, Franz",(Traduto,")O G cuaismtealroães, Torrieri",18,"11,5","1,5",240,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544001516,9788544001516,Disponível,"Dumas, Alexandre",(Traduto,")O V cilolansd-eB doea sM, Honertec-uClarnisoto",23,16,"6,8","2.000,00",Livro capa dura (hardcov,"rR) $ 149,90",FB - Ficção: geral & literária
9788572323604,9788572323604,Disponível,"Azevedo, Aluísio",,O cortiço,18,"11,5",1,170,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572325318,9788572325318,Disponível,"Queirós, Eça de",,O crime do padre Amaro,18,"11,5",2,300,Livro brochura (paperbac,") R$ 44,90",
9788572321440,9788572321440,Disponível,"Rohden, Huberto",,O Cristo cósmico e os Essênios,18,"11,5","0,7",140,Livro brochura (paperbac,") R$ 28,90",
9788572325653,9788572325653,Disponível,José de Alencar,,O demônio familiar,18,"11,5","0,6",120,Livro brochura (paperbac,") R$ 28,90",DD - Peças de teatro
9788572326292,9788572326292,Disponível,"Barbosa, Rui",,O dever do Advogado,18,"11,5","0,7",100,Livro brochura (paperbac,") R$ 28,90",
9788572327466,9788572327466,Disponível,"Barbosa, Rui",,O Divórcio; As Bases da Fé e Outros,Te1x8tos,"11,5","0,8",130,Livro brochura (paperbac,") R$ 28,90",
9788572325837,9788572325837,Disponível,Moliére,(Traduto,")O F rdeosennotte, iDmaangieinlário",18,"11,5","0,8",140,Livro brochura (paperbac,") R$ 28,90",DD - Peças de teatro
9788544001257,9788544001257,Disponível,"Cervantes, Miguel de",(Traduto,)O C eongdeen dheo sAoz feidvaeldgoo; D(Tormad Qutuoirx)o Ctea sdt,"l hLo2a, 3 MVia",nccohnad1e6 de,"6,2","1.800,00",Livro capa dura (hardcov,"rR) $ 139,90",FBC - Ficção clássica
9788572327435,9788572327435,Disponível,"Rohden, Huberto",,O espírito da filosofia oriental,18,"11,5","0,9",120,Livro brochura (paperbac,") R$ 28,90",QD - Filosofia
9788544000991,9788544000991,Disponível,"Guimarães, Bernardo",,O garimpeiro,18,"11,5","0,8",140,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572329873,9788572329873,Disponível,"Poe, Edgar Allan",(Ilustrad,"rO)  Mgaattos upbraeytoa sehmi, Hq uagdor;i n(Thorasdutor) Fi","tip2al7di,",lian1e9,"0,6",220,Livro brochura (paperbac,") R$ 44,90",
9788572329507,9788572329507,Disponível,"Alencar, José de",,O gaúcho,18,"11,5","1,2",190,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9786559100699,9786559100699,Disponível,"Fitzgerald, F. Scott",Inglês Pis,"Ott ag, rLanedniet aG Matasbriya Rimoli",21,14,"1,6",220,Livro capa dura (hardcov,"r) R$ 69,90",FB - Ficção: geral & literária
9788572323383,9788572323383,Disponível,"Alencar, José de",,O guarani,18,"11,5","1,8",260,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572329927,9788572329927,Disponível,"Azevedo, Aluísio",,O Homem,18,"11,5","0,8",150,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9786586014624,9786586014624,Disponível,"Wells, H. G.",Inglês Ca,"Otil honmee, mLe ionnvaisrdívoel",21,14,"1,9",220,Livro capa dura (hardcov,"r) R$ 69,90",
9788544002292,9788544002292,Disponível,"Hugo, Victor",(Traduto,")O d eh oOmlievmei rqau, eR reigina Célia",23,16,"3,8",850,Livro capa dura (hardcov,"r) R$ 89,90",
9788544002315,9788544002315,Disponível,"Lovecraft, Howard Phillips;",awthorn,"O, N haotrhraonri ebla; tBe iàe rpcoer,t aAmbrose; Gaske","l, E2l3iza",eth;1 S6tok,"r, Bram3; Kipli","g, Rud4y0a0r","L; iCvoron acna pDao dyuler,a  A(hrathrducr;o Dv","cr)kRen$s ,8 C9,h9a0r",
9786559100736,9786559100736,Disponível,"Dostoiévski, Fiódor",Russo Vi,"Oira i,d Jiostaé Geraldo",23,16,"3,9",410,Livro capa dura (hardcov,"r) R$ 99,90",FB - Ficção: geral & literária
9788572328920,9788572328920,Disponível,"Dostoiévski, Fiódor",(Traduto,")O V iideiorata, José Geraldo",18,"11,5","3,3",530,Livro brochura (paperbac,") R$ 44,90",FR - Literatura romântica
9788544001882,9788544001882,Disponível,"Dostoiévski, Fiódor",(Traduto,")O V iideiorata, José Geraldo",26,16,"3,9",990,Livro capa dura (hardcov,"r) R$ 99,90",FB - Ficção: geral & literária
9788544001738,9788544001738,Disponível,"Hodgson Burnett,, Frances",(Ilustrad,"rO)  Bjarradsiml,  Bserucrneat oAssis; (Tradutor) Ra","os2, 1Ve",a Lú1c4ia,"1,9",420,Livro brochura (paperbac,") R$ 59,90",FB - Ficção: geral & literária
9786559100668,9786559100668,Disponível,"Dostoiévski, Fiódor",(Traduto,")O A jlomgeaiddoar, Oleg",23,16,2,241,Livro capa dura (hardcov,"r) R$ 69,90",FB - Ficção: geral & literária
9788544002360,9788544002360,Disponível,"Dostoiévski, Fiódor",(Traduto,")O A jlomgeaiddoar, Oleg",23,16,"1,8",415,Livro capa dura (hardcov,"r) R$ 69,90",FB - Ficção: geral & literária
9788544000045,9788544000045,Disponível,"Dostoiévski, Fiódor",(Traduto,")O A jlomgeaiddoar, Oleg",18,"11,5","0,9",150,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572328319,9788572328319,Disponível,"Leblanc, Maurice",(Traduto,")O L liandarãtho, dCea sceamsaicrao",18,"11,5",1,160,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544000984,9788544000984,Disponível,"Bulfinch, Thomas",(Traduto,")O M Leiivrrao,  Ldua cmiaintol oAglivaes",18,"11,5","2,5",390,Livro brochura (paperbac,") R$ 44,90",
9788572329590,9788572329590,Disponível,"Bulfinch, Thomas",(Ilustrad,"rO)  Dlievlrpoh dima ,m Giteotluolgioia; (Tradutor) Meir",", L2u3cia",o A1lv6es,"4,5","1.070,00",Livro capa dura (hardcov,"r) R$ 99,90",NHC - História antiga
9786586014655,9786586014655,Disponível,"Freud, Sigmund",Alemão,"O. L mohabl-aeustearr, Innaê csivilização",20,12,"1,4",160,Livro brochura (paperbac,") R$ 39,90",
9788572326063,9788572326063,Disponível,"Queirós, Eça de",,O mandarim,18,"11,5","0,6",100,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572327633,9788572327633,Disponível,"Baum, L. Frank",(Ilustrad,"rO)  Dmeanrsalvoiwlh,o Wsoi lmliaámgi cWo adlela Ocez; (Tradu",or)1 M8 a,"tins1,1 L,5uiz","Fernan0d,o8",130,Livro brochura (paperbac,") R$ 28,90",
9786559100675,9786559100675,Disponível,"Louis Stevenson, Robert",Inglês do,"NOa mscéimdiecnot oe,  oC mabornasltro",23,16,"1,6",160,Livro capa dura (hardcov,"r) R$ 49,90",
9788572328449,9788572328449,Disponível,"Stevenson, Robert Louis",(Traduto,")O N masécdimicoen et oo, mCaobnrsatlr odo",18,"11,5","0,6",120,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544001486,9788544001486,Disponível,"Chedid, Andrée",(Traduto,")O R meneanridn,o C marúllat idpelo Mojana Di Cologn",21,14,"2,7",450,Livro capa dura (hardcov,"r) R$ 59,90",FB - Ficção: geral & literária
9788572328715,9788572328715,Disponível,"Shakespeare, William",(Traduto,")O M medereciraodso, rF deer nVaenndeoz Ca arlos de Alm",ida1 C8u,"ha;1 (1T,r5ad","tor) M0e,n7des,",scar110,Livro brochura (paperbac,") R$ 28,90",
9788572328357,9788572328357,Disponível,"Macedo, Joaquim Manuel d",,O Moço loiro,18,"11,5",2,290,Livro brochura (paperbac,") R$ 44,90",FR - Literatura romântica
9788544000182,9788544000182,Disponível,"Brontë, Emily",(Traduto,")O P imnhoerriroo d, oSso lvaenngteos uivantes",21,14,"3,4",555,Livro brochura (paperbac,") R$ 49,90",
9788544000311,9788544000311,Disponível,"Brontë, Emily",(Traduto,")O P imnhoerriroo d, oSso lvaenngteos uivantes",18,"11,5","1,8",340,Livro brochura (paperbac,") R$ 44,90",FR - Literatura romântica
9788544002025,9788544002025,Disponível,"Brontë, Emily",(Traduto,")O P imnhoerriroo d, oSso lvaenngteos uivantes",21,14,"3,2",640,Livro capa dura (hardcov,"r) R$ 79,90",FB - Ficção: geral & literária
9788572325189,9788572325189,Disponível,"Azevedo, Aluísio",,O Mulato,18,"11,5","1,2",220,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544000366,9788544000366,Disponível,"Balzac, Honoré de",(Traduto,")O K peapip Gleor,r iSoatndra",21,14,2,430,Livro brochura (paperbac,") R$ 59,90",
9786559100057,9786559100057,Disponível,"de Saint-Exupéry, Antoine",Francês,"iOll apse-Bquoeanso,  Hperírnccuilpaeno",23,16,"1,6",160,Livro brochura (paperbac,") R$ 29,90",
9788544002827,9788544002827,Disponível,"de Saint-Exupéry, Antoine",Francês,"iOll apse-Bquoeanso,  Hperírnccuilpaeno",24,20,"1,4",399,Livro brochura (paperbac,") R$ 39,90",
9786586014693,9786586014693,Disponível,"John, Bunyan",Inglês A,"Oa,  pDerueagrrtein; oInglês Carlos, Duarte",23,16,1,220,Livro capa dura (hardcov,"r) R$ 59,90",Q - Filosofia & Religião
9788572325288,9788572325288,Disponível,"Queirós, Eça de",,O primo Basílio,18,"11,5",2,290,Livro brochura (paperbac,") R$ 44,90",FR - Literatura romântica
9788572329736,9788572329736,Disponível,"Tagore, Rabindranath",(Traduto,")O S iplvrían,c Vipielma Maria da",21,14,"1,4",200,Livro brochura (paperbac,") R$ 39,90",FYB - Contos
9788544001592,9788544001592,Disponível,"Maquiavel, Nicolau",(Traduto,")O B percíkn,c Lipeeda",23,14,"1,2",210,Livro brochura (paperbac,") R$ 49,90",JP - Política & governo
9788572328555,9788572328555,Disponível,"Maquiavel, Nicolau",(Traduto,")O B percíkn,c Lipeeda",18,"11,5",1,140,Livro brochura (paperbac,") R$ 28,90",JP - Política & governo
9788572328579,9788572328579,Disponível,"Twain, Mark",(Traduto,")O R pormínacnipoe,  Ve eor omneicnadigo",18,"11,5","0,9",160,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544000458,9788544000458,Disponível,"Wilde, Oscar",(Ilustrad,"rO)  Rporíbnicnispoen f, eClihza er loeus;t r(aTsr hadisutótorira) sSilv",", V2il3ma",Mar1i6a da,"1,2",330,Livro brochura (paperbac,") R$ 59,90",
9788544002810,9788544002810,Disponível,"Kafka, Franz",Alemão,"Ool zphraoucseesnso, Marlene",21,14,1,270,Livro capa dura (hardcov,"r) R$ 69,90",FB - Ficção: geral & literária
9788572324144,9788572324144,Disponível,"Kafka, Franz",(Traduto,")O G puriomcaersãseos, Torrieri",18,"11,5","1,2",200,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9786586014884,9786586014884,Disponível,"Gibran, Khalil",Inglês Po,"tOo ,p Aroldfeata",23,16,"1,4",220,Livro capa dura (hardcov,"r) R$ 59,90",Q - Filosofia & Religião
9788572329897,9788572329897,Disponível,"Gibran, Khalil",(Traduto,")O P oPrtoof,e Atalda",18,"11,5","0,7",110,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788544001608,9788544001608,Disponível,"Lorca, Federico García",(Traduto,")O S apnútbolsic, oAngela dos",21,14,"1,4",230,Livro brochura (paperbac,") R$ 49,90",DD - Peças de teatro
9788572321884,9788572321884,Disponível,"Rohden, Huberto",,O Quinto Evangelho,18,"11,5","0,9",130,Livro brochura (paperbac,") R$ 28,90",
9788544001554,9788544001554,Disponível,"Bittencourt, Tiago",,O Raul que me contaram,21,14,"3,5",730,Livro brochura (paperbac,") R$ 49,90",
9788544001523,9788544001523,Disponível,"Hardy, Thomas",(Traduto,")O B raesttorsn, oJ odrog en aHtievnorique",23,16,"2,7",800,Livro capa dura (hardcov,"r) R$ 89,90",FB - Ficção: geral & literária
9788544000120,9788544000120,Disponível,"Wilde, Oscar",(Traduto,")O R rieot,r Jaotoã od ed oDorian Gray",18,"11,5",1,180,Livro brochura (paperbac,") R$ 28,90",FM - Literatura fantástica
9788544001325,9788544001325,Disponível,"Wilde, Oscar",(Traduto,")O R rieot,r Jaotoã od ed oDorian Gray",21,14,"1,4",320,Livro brochura (paperbac,") R$ 49,90",FB - Ficção: geral & literária
9788572326032,9788572326032,Disponível,"Guimarães, Bernardo",,O Seminarista,18,"11,5","0,7",120,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544002117,9788544002117,Disponível,"Rohden, Huberto",,O sermão da montanha,23,16,"3,7",422,Livro brochura (paperbac,") R$ 49,90",
9788572326742,9788572326742,Disponível,"Alencar, José de",,O sertanejo,18,"11,5","1,6",240,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544001950,9788544001950,Disponível,"Doyle, Arthur Conan",(Traduto,")O L siniganrtoh ,d Cosa sqeumatiro",21,14,"1,5",200,Livro capa dura (hardcov,"r) R$ 49,90",FB - Ficção: geral & literária
9788572327770,9788572327770,Disponível,"Doyle, Arthur Conan",(Traduto,")O L siniganrtoh ,d Cosa sqeumatiro",18,"11,5","0,7",120,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572329910,9788572329910,Disponível,"Alencar, José de",,O tronco do Ipê,18,"11,5","1,2",190,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9786586014495,9786586014495,Disponível,"Conan Doyle, Arthur",Inglês Po,"tOo ,ú Altlidmao;  Iandgeluês Sdea nStahrerriltoac, kM Haorclmoses",21,14,"1,6",160,Livro capa dura (hardcov,"r) R$ 49,90",
9788572328333,9788572328333,Disponível,"Doyle, Arthur Conan",(Traduto,")O S aúnlttiamrroit ad, eMuas rdceo sS; h(eTrrlaodcukt Horo) lPmoerst",", A1ld8a","11,5",1,160,Livro brochura (paperbac,") R$ 28,90",FF - Literatura policial
9788544002223,9788544002223,Disponível,"Fitzgerald, F. Scott",(Traduto,")O P iÚnlhteimiro,  MSoalganagtea",21,14,3,600,Livro capa dura (hardcov,"r) R$ 69,90",FR - Literatura romântica
9788572327794,9788572327794,Disponível,"Gama, Basílio da",,O Uraguai,18,"11,5","0,7",130,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788544001974,9788544001974,Disponível,"Doyle, Arthur Conan",(Traduto,")O L vinaalert hd,o C tearsreomr iro",21,14,"1,8",270,Livro capa dura (hardcov,"r) R$ 49,90",FB - Ficção: geral & literária
9788572327749,9788572327749,Disponível,"Doyle, Arthur Conan",(Traduto,")O L vinaalert hd,o C tearsreomr iro",18,"11,5",1,150,Livro brochura (paperbac,") R$ 28,90",FF - Literatura policial
9788572325967,9788572325967,Disponível,"Vicente, Gil",,O Velho da Horta,18,"11,5","0,7",120,Livro brochura (paperbac,") R$ 28,90",DD - Peças de teatro
9788544001653,9788544001653,Disponível,Stendhal,(Traduto,")O V vilelarms-eBlohaos e,  Ho enrecgurloano",16,23,3,830,Livro capa dura (hardcov,"r) R$ 99,90",FBC - Ficção clássica
9788572327510,9788572327510,Disponível,"Quental, Antero de",,Odes modernas,18,"11,5","0,8",110,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788572325868,9788572325868,Disponível,"Barbosa, Rui",,Oração aos moços,18,"11,5","0,7",110,Livro brochura (paperbac,") R$ 28,90",DNS - Discursos
9788572325455,9788572325455,Disponível,Cícero,(Traduto,")O Jroaaçqõueism, Antônio",18,"11,5","0,8",120,Livro brochura (paperbac,") R$ 28,90",
9788572329392,9788572329392,Disponível,"Gracián, Baltasar",(Traduto,")O Aráracnutleos d, eA bdorilasnoa e J Aunrtqeu deiar aprudênci",18,"11,5","0,6",120,Livro brochura (paperbac,") R$ 28,90",DNS - Discursos
9786586014686,9786586014686,Disponível,"Austen, Jane",Inglês Le,"Ol Frgeurrlehiora e, Rproebceorntoceito","18,2","11,6","2,8",350,Livro capa dura (hardcov,"r) R$ 39,90",FR - Literatura romântica
9788572328753,9788572328753,Esgotado,"Austen, Jane",(Traduto,")O Fregrurlehiroa e,  Rporebceorntoc eLiteoal",21,14,3,510,Livro brochura (paperbac,") R$ 59,90",FR - Literatura romântica
9788572326919,9788572326919,Disponível,"Austen, Jane",(Traduto,")O Fregrurlehiroa e,  RPorebceortnoc eLietoal",18,"11,5","1,8",230,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788544001820,9788544001820,Disponível,"Austen, Jane",(Traduto,")O Fregrurlehiroa e,  Rporebceorntoc eLiteoal",21,14,"2,7",550,Livro capa dura (hardcov,"r) R$ 69,90",FR - Literatura romântica
9788572329361,9788572329361,Disponível,"Rohden, Huberto",,Orientando para a autorrealização,18,"11,5","0,7",140,Livro brochura (paperbac,") R$ 28,90",QD - Filosofia
9788544002131,9788544002131,Disponível,"Woolf, Virginia",(Traduto,")O Friltatnipdaoldi, Eliane; (Tradutor) Orberg",K2at1ia,ari1a4,2,400,Livro capa dura (hardcov,"r) R$ 59,90",FB - Ficção: geral & literária
9786586014747,9786586014747,Disponível,"Conan Doyle, Arthur",Inglês Li,"aOrtsh a, rCqausivemosi rdoe Sherlock Holmes",21,14,"2,6",220,Livro capa dura (hardcov,"r) R$ 49,90",
9788572328265,9788572328265,Disponível,"Doyle, Arthur Conan",(Traduto,")O Lsi naarqrtuhi,v Cosa sdeem Sirhoerlock Holmes",18,"11,5","1,3",210,Livro brochura (paperbac,") R$ 28,90",FF - Literatura policial
9788572327725,9788572327725,Disponível,"Barreto, Lima",,Os Bruzundangas,18,"11,5",1,130,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9786559100958,9786559100958,Disponível,"Dostoiévski, Fiódor",(Traduto,")O As ldmeemidôan, iOosleg",23,16,7,882,Livro capa dura (hardcov,"r) R$ 99,90",FB - Ficção: geral & literária
9786586014891,9786586014891,Disponível,"Dostoiévski, Fiódor",(Traduto,")O As ldmeemidôan, iOosleg",23,16,5,891,Livro capa dura (hardcov,"r) R$ 99,90",FB - Ficção: geral & literária
9788572326049,9788572326049,Disponível,"Alves, Castro",,Os escravos,18,"11,5","0,8",130,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9786559100095,9786559100095,Disponível,"Dostoiévski, Fiódor",Francês,"iOllsa si-rBmoãaoss,  KHaeracmuláaznov","18,2","11,6","6,4",380,Livro capa dura (hardcov,"r) R$ 49,90",FB - Ficção: geral & literária
9788544002193,9788544002193,Disponível,"Dostoiévski, Fiódor",(Traduto,")O Vs iilrlams-ãBoso aKs,a rHaemrcáuzolavno",23,16,5,"1.400,00",Livro capa dura (hardcov,"r) R$ 99,90",FB - Ficção: geral & literária
9788572323437,9788572323437,Disponível,"Camões, Luís de",,Os Lusíadas,18,"11,5","1,3",210,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788544001400,9788544001400,Disponível,"Camões, Luís de",,Os Lusíadas,21,14,"1,5",360,Livro brochura (paperbac,") R$ 49,90",DC - Poesia
9788544000106,9788544000106,Disponível,"Barreto, Lima",,Os melhores contos,18,"11,5",1,170,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572329729,9788572329729,Disponível,"Abreu, Antonio Daniel",(Traduto,")O Csa meillhoo, rYesa rcaontos orientais",21,14,"1,1",200,Livro brochura (paperbac,") R$ 39,90",
9788544000007,9788544000007,Disponível,"Hugo, Victor",(Traduto,")O Os lmiveisierará, vReeisgina Célia de",23,16,7,"2.160,00",Livro capa dura (hardcov,"rR) $ 139,90",
9788544001295,9788544001295,Disponível,"Cunha, Euclides da",,Os sertões,23,16,"3,2",940,Livro brochura (paperbac,") R$ 69,90",
9788544000137,9788544000137,Disponível,"Von Goethe, Johann Wolfga",(gTraduto,")O Csa svoaflrciamnetin, tCosla duod ijaovem Werther",21,14,"1,5",230,Livro brochura (paperbac,") R$ 49,90",
9788544000267,9788544000267,Disponível,"Von Goethe, Johann Wolfga",(gTraduto,")O Csa svoaflrciamnetin, tCosla duod ijaovem Werther",18,"11,5","0,8",140,Livro brochura (paperbac,") R$ 28,90",
9788544001172,9788544001172,Disponível,"Richardson, Samuel",(Traduto,")P Damuaerltae, Anna; (Tradutor) Duarte, C",rlo2s3,16,3,900,Livro capa dura (hardcov,"r) R$ 79,90",FB - Ficção: geral & literária
9788572329293,9788572329293,Disponível,"Assis, Machado de",,Papéis avulsos,18,"11,5",1,170,Livro brochura (paperbac,") R$ 28,90",FYB - Contos
9788544001813,9788544001813,Disponível,"Milton, John",(Traduto,")P Lareaitíãso,  pAerndtôidnoio José Lima",23,16,"3,3",770,Livro capa dura (hardcov,"r) R$ 99,90",DC - Poesia
9788572327398,9788572327398,Disponível,"Rohden, Huberto",,Pensamento Filosófico da Antiguida,e18,"11,5","1,1",170,Livro brochura (paperbac,") R$ 28,90",QD - Filosofia
9788572328678,9788572328678,Disponível,"Púchkin, Alexandr",(Traduto,")P Aeqlmueenidaas ,t rOalgeégdias",18,"11,5","0,5",100,Livro brochura (paperbac,") R$ 28,90",
9786586014914,9786586014914,Disponível,"Austen, Jane",Inglês Le,"Pl eFresruraesirãao, Roberto","18,2",12,"2,6",220,Livro capa dura (hardcov,"r) R$ 49,90",FB - Ficção: geral & literária
9788544001868,9788544001868,Disponível,"Austen, Jane",(Traduto,")P Feersrureaisrãao, Roberto Leal",21,14,"2,2",310,Livro capa dura (hardcov,"r) R$ 69,90",FB - Ficção: geral & literária
9788572327954,9788572327954,Disponível,"Austen, Jane",(Traduto,")P Feersrureaisrãao, Roberto Leal",18,"11,5","1,2",200,Livro brochura (paperbac,") R$ 28,90",FR - Literatura romântica
9788572328791,9788572328791,Esgotado,"Austen, Jane",(Traduto,")P Feersrureaisrãao, Roberto Leal",21,14,2,340,Livro brochura (paperbac,") R$ 59,90",FR - Literatura romântica
9788544001363,9788544001363,Disponível,"Barrie, J. M.",(Traduto,")P Getueirm Paarnães, Bárbara",23,16,"2,5",490,Livro capa dura (hardcov,"r) R$ 59,90",
9788572324700,9788572324700,Disponível,"Pessoa, Fernando",,Poemas completos de Alberto Caeir,18,"11,5",1,140,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788544001141,9788544001141,Disponível,"Pessoa, Fernando",,Poesia de Ricardo Reis,"18,5","11,5","1,9",140,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788572327145,9788572327145,Disponível,"Pessoa, Fernando",,Poesia de Ricardo Reis,18,"11,5",1,160,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788572325714,9788572325714,Disponível,"Bilac, Olavo",,Poesias,18,"11,5","1,2",170,Livro brochura (paperbac,") R$ 28,90",DC - Poesia
9788544001622,9788544001622,Disponível,Aristóteles,(Traduto,")P Goluítiimcarães, Torrieri","18,5","11,5","1,3",210,Livro brochura (paperbac,") R$ 28,90",JP - Política & governo
9788572327336,9788572327336,Disponível,"Porter, Eleanor H.",(Traduto,")P Molalyratinnsa, Luiz Fernando",18,"11,5","0,9",150,Livro brochura (paperbac,") R$ 28,90",
9788544001424,9788544001424,Disponível,"Porter, Eleanor H.",(Traduto,")P Molalyratinnsa, Luiz Fernando",21,14,"1,1",270,Livro brochura (paperbac,") R$ 49,90",
9788544001042,9788544001042,Disponível,"Porter, Eleanor H.",(Traduto,")P Molalyratinnsa,  Le uPizo lFlyearnnaan dmooça",23,16,"2,7",860,Livro brochura (paperbac,") R$ 79,90",
9788572327527,9788572327527,Disponível,"Porter, Eleanor H.",(Traduto,")P Molalyratinnsa,  Lmuoizç aFernando",18,"11,5",1,180,Livro brochura (paperbac,") R$ 28,90",
